PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),535 nm Activity,535 nm Potency (uM),535 nm Efficacy (%),590 nm Activity,590 nm Potency (uM),590 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
4968,144208521,9237,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4969,144208522,7360,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4970,144208523,8359,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4971,144208524,62655,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4972,144208525,21630,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,54.2058,-86.0971,inconclusive agonist,,,inconclusive antagonist,,,inactive,,0,Alfa Aesar
4973,144208526,15158,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4974,144208527,23392,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4975,144208528,8489,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4976,144208529,5333,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,,0,SIGMA
4977,144208530,7440,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,47.6702,-84.5346,inactive,,0,inconclusive antagonist,53.4869,-84.0692,inconclusive antagonist,67.336,-32.0336,SIGMA
4978,144208531,9016,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4979,144208532,6598,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4980,144208533,8103,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4981,144208534,3293,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4982,144208535,2345,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4983,144208536,9570093,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4984,144208537,54740,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChemService
4985,144208538,7231,Active,43,,,active antagonist,active antagonist,46.6345,-81.2796,inactive,,0,active antagonist,46.6345,-92.5263,inactive,,0,Sensient
4986,144208539,1349907,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4987,144208540,23673837,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,55.5463,-81.1404,active agonist,66.017,44.2017,inconclusive antagonist,52.4391,-70.6388,active antagonist,61.1395,-53.9148,SigmaAldrich
4988,144208541,7522,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4989,144208542,31237,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4990,144208543,15088,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4991,144208544,8034,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
4992,144208545,2955,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4993,144208546,2723789,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,63.5004,-72.2312,inactive,,0,inconclusive antagonist,,,inactive,,0,SIGMA
4994,144208547,25644,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
4995,144208548,3598,Active,72,,,active antagonist,active antagonist,0.683804,-104.701,active agonist,32.9811,180.552,active antagonist,0.697052,-90.0337,inconclusive antagonist,,,SIGMA
4996,144208549,3613389,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,27.306,-72.7317,inactive,,0,inconclusive antagonist,27.306,-79.1748,inactive,,0,SIGMA
4997,144208550,5569,Active,42,,,active antagonist,active antagonist,33.0147,-42.5561,inconclusive antagonist,,-26.4368,active antagonist,23.3726,-53.3939,inactive,,0,Supelco
4998,144208551,6732,Active,49,,,active antagonist,active antagonist,18.4143,-92.5314,inactive,,0,active antagonist,20.6612,-89.3662,inactive,,0,SIGMA
4999,144208552,31368,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5000,144208553,108242,Active,43,,,active antagonist,active antagonist,19.1312,-39.9083,inconclusive agonist,,22.8528,inconclusive antagonist,,-34.5874,inactive,,0,Toronto Research
5001,144208554,3030,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5002,144208555,36324,Active,41,,,active antagonist,active antagonist,68.8687,-81.2232,inactive,,0,inconclusive antagonist,61.3793,-80.8281,inactive,,0,SigmaAldrich
5003,144208556,8638,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sensient
5004,144208557,2763,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5005,144208558,7415,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inactive,,0,SIGMA
5006,144208559,12971,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5007,144208560,7761,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5008,144208561,31344,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5009,144208562,15615,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5010,144208563,2724189,Inconclusive,5,,,inconclusive,inconclusive agonist,17.7031,23.4516,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5011,144208564,5753,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5012,144208565,3767,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5013,144208566,8630,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5014,144208567,6537,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5015,144208568,7471,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5016,144208569,4943,Active,41,,,active antagonist,active antagonist,58.6496,-64.2761,inactive,,0,inconclusive antagonist,60.9441,-70.1251,inactive,,0,Research Biochemical
5017,144208570,6984,Active,42,,,active antagonist,active antagonist,58.4105,-92.2157,inactive,,0,active antagonist,60.6957,-91.796,inconclusive antagonist,68.1016,-29.5389,SigmaAldrich
5018,144208571,957,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5019,144208572,445154,Active,58,,,active antagonist,active antagonist,1.38108,-71.7021,active agonist,42.0292,57.9839,active antagonist,1.61022,-59.4271,inactive,,0,ChromaDex
5020,144208573,5870,Active,46,,,active antagonist,active antagonist,10.4721,-45.9201,inactive,,0,active antagonist,14.5111,-50.0367,inactive,,0,SIGMA
5021,144208574,4169,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5022,144208575,23676704,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inactive,,0,Sensient
5023,144208576,13144,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inactive,,0,Pfaltz-Bauer
5024,144208577,9993,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5025,144208578,7486,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5026,144208579,9862,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5027,144208580,8183,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5028,144208581,15797,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,64.104,-57.2825,inactive,,0,active antagonist,69.2179,-57.9073,inconclusive antagonist,61.6905,-31.2916,SigmaAldrich
5029,144208582,3672,Active,47,,,active antagonist,active antagonist,11.0368,-53.7719,inactive,,0,inconclusive antagonist,69.6372,-61.8316,inactive,,0,SigmaAldrich
5030,144208583,135398735,Active,44,,,active antagonist,active antagonist,43.4973,-98.209,active antagonist,48.8047,-50.0893,active antagonist,43.4973,-115.403,inactive,,0,SIGMA
5031,144208584,16230,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5032,144208585,8846,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5033,144208586,6672,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5034,144208587,7567,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inconclusive agonist,,24.4024,inactive,,0,inactive,,0,SIGMA
5035,144208588,2708,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5036,144208589,2727,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5037,144208590,15286,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,inconclusive antagonist,,,inactive,,0,SIGMA
5038,144208591,18283,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5039,144208592,4937,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5040,144208593,51556,Inconclusive,5,,,inconclusive,inconclusive agonist,37.241,33.1478,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5041,144208594,80779,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sensient
5042,144208595,5988,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5043,144208596,11169,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5044,144208597,7713,Inconclusive,5,,,inconclusive,inconclusive antagonist,24.3118,-53.0623,active agonist,21.6679,55.2051,inactive,,0,inactive,,0,SIGMA
5045,144208598,7963,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5046,144208599,17857,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5047,144208600,18529,Active,58,,,active antagonist,active antagonist,4.47874,-97.4599,inactive,,0,active antagonist,4.65395,-106.653,inactive,,0,SigmaAldrich
5048,144208601,5284421,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inactive,,0,SIGMA
5049,144208602,9552079,Inconclusive,5,,,inconclusive,inconclusive agonist,10.7713,100.931,active antagonist,4.9996,-30.1814,inconclusive antagonist,,-40.729,inconclusive antagonist,67.9623,-99.5976,SigmaAldrich
5050,144208603,7592,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5051,144208604,8697,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5052,144208605,6849,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,-36.5087,inactive,,0,inconclusive antagonist,,-44.0139,inactive,,0,SIGMA
5053,144208606,7810,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5054,144208607,3017,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5055,144208608,7245,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5056,144208609,7261,Active,42,,,active antagonist,active antagonist,36.1393,-45.5504,inactive,,0,inconclusive antagonist,29.8296,-63.1831,inactive,,0,SIGMA
5057,144208610,228987,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,61.0684,-92.8441,inactive,,0,inconclusive antagonist,,,inactive,,0,Sensient
5058,144208611,32154,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5059,144208612,13263,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,23.9907,inactive,,0,inactive,,0,SigmaAldrich
5060,144208613,454,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5061,144208614,2734171,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Promy Chemical
5062,144208615,11729,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5063,144208616,6937,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,33.2606,-95.2097,inactive,,0,active antagonist,35.914,-94.992,inconclusive antagonist,55.8381,-35.5007,SIGMA
5064,144208617,14264,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5065,144208618,938,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5066,144208619,15531,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,22.5156,-87.7875,active agonist,38.5316,33.2507,active antagonist,24.3118,-85.2488,inconclusive antagonist,34.3413,-33.0627,SigmaAldrich
5067,144208620,5365125,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Interchem
5068,144208621,638034,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5069,144208622,7573,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,60.882,-61.2793,inactive,,0,inconclusive antagonist,60.882,-72.5629,inactive,,0,SIGMA
5070,144208623,15630,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5071,144208624,6896,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5072,144208625,7839,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5073,144208626,5280961,Active,58,,,active antagonist,active antagonist,3.25109,-88.2994,active agonist,20.513,73.1114,active antagonist,3.64778,-89.937,inconclusive antagonist,,,SigmaAldrich
5074,144208627,3037,Active,66,,,active antagonist,active antagonist,1.39363,-101.317,active agonist,44.0705,116.872,active antagonist,1.56368,-103.476,active antagonist,0.931426,-26.9691,SIGMA
5075,144208628,13165,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SIGMA
5076,144208629,22833326,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5077,144208630,40585,Active,43,,,active antagonist,active antagonist,46.8057,-81.8813,active agonist,56.7064,32.9347,active antagonist,48.6368,-75.6893,inconclusive antagonist,37.8994,-27.3982,ChemService
5078,144208631,10793,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,71.1083,-57.489,inconclusive agonist,,26.9382,inconclusive antagonist,50.3408,-37.0119,inconclusive antagonist,,-40.969,Alfa Aesar
5079,144208632,30360,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sensient
5080,144208633,15553,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5081,144208634,7946,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5082,144208635,25054,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5083,144208636,3120,Inconclusive,5,,,inconclusive,inconclusive antagonist,,-31.4856,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5084,144208637,8800,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChemService
5085,144208638,7610,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5086,144208639,16724,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5087,144208640,6947,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5088,144208641,7915,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SIGMA
5089,144208642,5281708,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,22.3095,-71.8358,active agonist,34.027,53.3922,active antagonist,28.086,-67.7948,active antagonist,35.3582,-30.1419,SigmaAldrich
5090,144208643,7394,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5091,144208644,13521,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5092,144208645,7057995,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5093,144208646,39327,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,23.6825,-88.772,inactive,,0,active antagonist,21.9328,-96.9242,active antagonist,19.5476,-37.1624,SIGMA
5094,144208647,12868,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,City Chemical
5095,144208648,40399,Active,43,,,active antagonist,active antagonist,35.6122,-66.5818,active antagonist,57.535,-65.9213,active antagonist,35.6122,-89.6564,inactive,,0,Sensient
5096,144208649,5383,Inactive,0,,,inactive,inactive,,0,active agonist,50.5087,32.9795,inactive,,0,inactive,,0,SIGMA
5097,144208650,7947,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5098,144208651,8111,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5099,144208652,638014,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5100,144208653,82190,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5101,144208654,62485,Active,45,,,active antagonist,active antagonist,34.8662,-96.1782,active agonist,49.2499,30.6985,active antagonist,43.894,-96.2771,inconclusive antagonist,,-32.2053,SigmaAldrich
5102,144208655,6838,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Supelco
5103,144208656,2272,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChemService
5104,144208657,33528,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,45.0617,-101.846,active agonist,61.2549,54.326,active antagonist,56.7293,-108.72,active antagonist,71.418,-74.4902,SIGMA
5105,144208658,7000,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5106,144208659,8033,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5107,144208660,1493,Active,62,,,active antagonist,active antagonist,2.96043,-101.515,inactive,,0,active antagonist,3.87277,-104.566,active antagonist,10.915,-44.8177,SIGMA
5108,144208661,7497,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5109,144208662,7473,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5110,144208663,5104,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Acros
5111,144208664,73665,Active,40,,,active antagonist,active antagonist,70.057,-60.5674,inactive,,0,active antagonist,62.4384,-79.7629,inconclusive antagonist,,-35.7737,SIGMA
5112,144208665,73864,Active,60,,,active antagonist,active antagonist,3.9876,-104.723,active agonist,14.7021,167.27,active antagonist,8.59103,-99.7562,inactive,,0,SIGMA
5113,144208666,65064,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,27.3616,-38.7522,inactive,,0,inconclusive antagonist,30.7002,-48.9371,inactive,,0,SIGMA
5114,144208667,43234,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5115,144208668,8091,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5116,144208669,338,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5117,144208670,8980,Inconclusive,5,,,inconclusive,inconclusive agonist,69.0083,55.305,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5118,144208671,26295,Inconclusive,5,,,inconclusive,active antagonist,24.7082,-51.4071,active agonist,31.1058,54.203,inactive,,0,inactive,,0,SIGMA
5119,144208672,12276,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5120,144208673,53232,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,64.4141,-117.478,inactive,,0,active antagonist,64.4141,-115.619,inconclusive antagonist,78.0395,-55.6619,SigmaAldrich
5121,144208674,2735009,Inconclusive,5,,,inconclusive,inconclusive agonist,4.03996,22.0296,inactive,,0,inactive,,0,inactive,,0,SIGMA
5122,144208675,4421,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5123,144208676,7047,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5124,144208677,8141,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5125,144208678,10850,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,,0,SIGMA
5126,144208679,7966,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5127,144208680,8119,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5128,144208681,11579,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5129,144208682,73675,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,56.2604,-113.282,inactive,,0,inconclusive antagonist,56.2604,-112.109,inconclusive antagonist,,,SIGMA
