PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W590-Activity_Score,W590-Curve_Description,W590-Fit_LogAC50,W590-Fit_HillSlope,W590-Fit_R2,W590-Fit_InfiniteActivity,W590-Fit_ZeroActivity,W590-Fit_CurveClass,W590-Excluded_Points,W590-Max_Response,W590-Activity at 0.0005898618 uM,W590-Activity at 0.00295 uM,W590-Activity at 0.015 uM,W590-Activity at 0.033 uM,W590-Activity at 0.074 uM,W590-Activity at 0.165 uM,W590-Activity at 0.369 uM,W590-Activity at 0.825 uM,W590-Activity at 1.843 uM,W590-Activity at 4.120 uM,W590-Activity at 9.217 uM,W590-Activity at 20.60 uM,W590-Activity at 46.08 uM,W590-Activity at 92.17 uM,Ratio-Activity_Score,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0005899000 uM,Ratio-Activity at 0.00295 uM,Ratio-Activity at 0.015 uM,Ratio-Activity at 0.033 uM,Ratio-Activity at 0.074 uM,Ratio-Activity at 0.165 uM,Ratio-Activity at 0.369 uM,Ratio-Activity at 0.824 uM,Ratio-Activity at 1.843 uM,Ratio-Activity at 4.122 uM,Ratio-Activity at 9.217 uM,Ratio-Activity at 20.61 uM,Ratio-Activity at 46.08 uM,Ratio-Activity at 92.17 uM,W535-Activity_Score,W535-Curve_Description,W535-Fit_LogAC50,W535-Fit_HillSlope,W535-Fit_R2,W535-Fit_InfiniteActivity,W535-Fit_ZeroActivity,W535-Fit_CurveClass,W535-Excluded_Points,W535-Max_Response,W535-Activity at 0.0005898618 uM,W535-Activity at 0.00295 uM,W535-Activity at 0.015 uM,W535-Activity at 0.033 uM,W535-Activity at 0.074 uM,W535-Activity at 0.165 uM,W535-Activity at 0.369 uM,W535-Activity at 0.825 uM,W535-Activity at 1.843 uM,W535-Activity at 4.120 uM,W535-Activity at 9.217 uM,W535-Activity at 20.60 uM,W535-Activity at 46.08 uM,W535-Activity at 92.17 uM,Compound QC
839,17389500,14855,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07936214-01/37857079,,Inactive,,,,0,,,,,,,4,,-2.4947,3.2476,-0.1921,3.5851,-9.5344,11.3285,7.7038,0.8611,0.9981,2.707,0.9967,9.4981,11.1034,2.471,-2.4947,10,,,,,,,4,,-3.7328,1.5603,-2.5855,-0.7727,-4.3862,12.4077,0.809,-0.3661,-0.7696,-0.5466,-0.1763,8.638,1.817,-0.2655,-3.7328,10,,,,,,,4,,1.0818,-0.9839,-0.2234,1.2134,-0.6893,1.3337,0.4567,0.7648,0.4634,0.5157,-0.0625,-0.1634,-2.4117,-1.0721,1.0818,QC'd by NIEHS/NTP
840,17389501,6997,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08548304-01/37857340,,Inactive,,,,0,,,,,,,4,,-2.4117,-7.6244,0.8153,-1.1035,-2.5342,4.3982,-5.0672,2.374,-2.5636,-7.3622,-7.7985,-0.1077,-4.5155,-10.5289,-2.4117,10,,,,,,,4,,0.1452,-2.5939,0.0937,-0.0765,0.067,4.0295,-5.208,0.9857,-0.0504,-4.0862,-5.0559,0.2173,-0.4422,-8.2407,0.1452,10,,,,,,,4,,-4.8182,-3.869,-3.5956,-4.6964,-5.5459,-3.0012,-3.7534,-4.3352,-5.1237,-3.9823,-6.6246,-5.2872,-4.3408,-5.712,-4.8182,QC'd by NIEHS/NTP
841,17389502,5753,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944391-01/37857022,,Inactive,,,,0,,,,,,,4,,2.0423,1.4092,0.1252,2.8776,1.8673,3.9004,1.8757,-3.9984,6.7442,3.2935,6.4275,-6.6596,-0.2399,10.1143,2.0423,10,,,,,,,4,,0,-2.3187,-2.2333,-1.3956,-11.178,0.3838,-6.5276,-11.655,0.1388,-0.9203,-0.3727,-13.6819,-10.7105,-0.0802,0,10,,-4.85,4.5045,0.7964,6.5,0.2345,4,0 0 0 1 0 0 0 0 0 1 0 0 0 1,0.5427,1.5102,-1.7022,1.8649,5.987,-0.7902,0.4613,0.8111,-0.3525,-1.8879,-2.1169,1.0726,5.4963,6.3383,0.5427,QC'd by NIEHS/NTP
842,17389503,8554,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB02509342-01/37856270,,Inactive,,,,0,,-6.5,4.9549,0.6374,5.5,-6.1462,4,1 0 1 0 0 0 0 0 0 0 0 0 0 0,6.705,-9.875,0.9823,3.393,-7.5091,-10.9551,-6.0285,2.5253,2.439,1.8364,11.9497,4.7438,10.8556,0.9001,6.705,10,,,,,,,4,,3.1366,-5.7531,-3.4458,-2.2212,-5.7512,-6.5039,-7.7811,0.7181,2.1629,-6.137,5.24,0.0501,-4.4214,-7.1865,3.1366,10,,-5.85,1.4641,0.3627,1.5,-3.1843,4,1 1 0 0 0 0 0 0 0 0 0 0 0 1,-3.4207,-7.7837,0.2941,0.4851,-4.4862,-7.2369,-2.6944,-0.4688,-4.4956,2.3199,0.1642,-2.2515,3.8341,1.169,-3.4207,QC'd by NIEHS/NTP
843,17389504,66494,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944344-01/37857233,,Inconclusive,50.1187,38.5,,0,,,,,,,4,,4.2685,14.0721,9.8164,14.0004,8.8954,3.6001,-3.3343,8.0598,2.9397,1.234,14.5956,14.1304,13.7954,8.4654,4.2685,0,Partial curve; partial efficacy; poor fit,-4.3251,3.5117,0.7035,-20.2095,3,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-21.8413,10.5646,5.3723,5.143,4.0786,0.7679,-5.3108,3.3075,-2.7349,-2.3595,8.2398,6.9318,0,-7.9636,-21.8413,10,Partial curve; partial efficacy,-4.3,1.331,0.9279,42,3.5,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,32.1945,1.1361,2.6699,6.7,2.5536,1.9604,0.1682,4.5192,6.4363,5.1008,7.4272,4.9635,13.3899,18.2839,32.1945,QC'd by NIEHS/NTP
844,17389505,67174,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB02509594-01/37856840,,Inactive,,,,0,,,,,,,4,,-6.1091,-7.7619,6.7827,-0.2393,-0.5954,-9.2317,-7.6168,1.1659,3.9513,-2.2055,-4.4927,3.5215,-15.6734,-1.2412,-6.1091,10,,,,,,,4,,-9.7699,-8.3223,4.5579,0.6741,0.4013,-6.9306,-9.6482,0.3806,1.0806,0.3539,-0.2176,4.3151,-13.9352,0.6671,-9.7699,10,,-4.8,1,0.8961,9.5,-0.2396,4,0 0 0 0 0 0 0 0 1 0 0 0 0 0,7.7797,0.5889,0.2309,-1.0989,-0.7268,-1.4497,0.377,0.8792,0.7984,4.6166,1.4712,1.5699,7.1879,6.3413,7.7797,QC'd by NIEHS/NTP
845,17389506,7577,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07974485-01/37857286,,Inactive,,,,0,,-5.35,4.4495,0.4873,3,-2.2226,4,0 0 0 1 0 0 0 1 0 0 0 0 0 0,2.052,-5.6022,-2.2561,-5.0125,3.0333,4.7377,-1.6854,-4.1904,6.5329,-2.5554,0.0944,3.4779,3.2692,2.7347,2.052,10,,-8.9751,0.9,0.6073,-1,-10.6354,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-1.7267,-7.1962,-3.4329,-4.0388,0.4919,0.025,-1.1547,-1.7165,0.6041,-4.1553,-1.4691,-0.6384,-0.9446,-0.1896,-1.7267,10,,,,,,,4,,2.4025,0.3322,0.914,0.4717,0.6091,-0.4075,-0.5554,-0.4089,1.8463,1.4285,0.6163,2.9166,2.655,0.2882,2.4025,QC'd by NIEHS/NTP
846,17389507,2482,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07949464-01/37857313,,Inactive,,,,0,,,,,,,4,,-3.2611,-0.8576,9.0673,-4.5604,2.3338,-3.002,-0.0044,-2.3778,-3.6878,0.8166,1.4957,11.8424,-1.3668,4.0256,-3.2611,10,,,,,,,4,,-8.6559,0.1284,8.1723,-5.9857,0.858,0.3383,-0.4105,-2.8765,-1.5789,0.979,1.6756,8.1212,-1.2184,0.9178,-8.6559,10,,-4.45,1,0.9361,10,-3.2217,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,6.6653,-1.6553,-3.5039,-4.045,-2.5131,-4.3514,-3.4415,-3.7406,-3.0388,-1.9827,-1.3481,0.3363,0.4361,3.8957,6.6653,QC'd by NIEHS/NTP
847,17389508,11328,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07981658-01/37856877,,Inactive,,,,0,,,,,,,4,,-4.4238,0.4029,1.2658,6.2298,-0.0011,-0.3172,1.1335,1.0179,0.2226,-0.2235,2.5765,11.9596,5.9815,-2.2752,-4.4238,10,,-6.6251,2.4064,0.4325,0.5,-3.6653,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-6.3005,-5.6305,-0.8918,-0.5896,-5.6646,-7.2211,-0.8628,-0.6865,-0.6248,0.0907,-0.2488,4.7055,0.1651,-1.6887,-6.3005,10,,,,,,,4,,0.8058,0.1589,-0.0895,1.3151,-0.0975,1.2449,0.1626,0.2453,0.2146,-2.5593,-0.1746,0.5048,-1.3649,-1.1899,0.8058,QC'd by NIEHS/NTP
848,17389509,853433,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08002901-01/37857192,,Inactive,,,,0,,-7.8,2.2526,0.6125,-5.3542,6,4,0 0 0 0 0 0 0 1 0 0 1 0 0 0,-4.2957,7.1001,4.0628,2.5476,-6.0852,-6.9178,-8.6856,-0.8504,-17.0606,2.0234,-8.2854,7.5275,-3.6229,-9.0452,-4.2957,10,,,,,,,4,,-4.8208,3.1316,0.0532,2.8101,-12.3849,-12.4842,-10.0755,-2.9838,-20.1416,3.5529,-8.6305,6.9625,-3.5714,-8.9328,-4.8208,10,,-4.25,2.2481,0.5421,8.5,-0.6357,4,0 0 1 1 0 0 0 0 0 0 0 0 0 0,6.1294,0.299,0.217,-4.289,3.2485,2.5884,-3.4484,-0.7459,1.4995,-4.2797,-0.3165,-1.7019,0.9372,2.6759,6.1294,QC'd by NIEHS/NTP
849,17389510,4632,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB02509340-01/37857027,,Inactive,,,,0,,-5.55,4.9549,0.4571,-2.1848,4.5,4,0 0 0 0 0 0 0 1 0 0 0 0 0 1,3.3846,3.3804,0.993,1.7146,9.6771,4.8882,3.9417,2.1312,15.3164,8.0018,-6.404,-1.6023,1.986,-2.5004,3.3846,10,,-5.5751,4.9549,0.3238,-2.6411,2.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1.4249,-0.5209,0.3959,1.0548,6.2225,-0.0158,-0.1676,0.6365,10.4022,4.2744,-5.3472,-6.3675,0.2274,-0.0782,1.4249,10,,,,,,,4,,-1.045,-0.6638,-0.8491,-0.7953,-0.1382,0.8334,-0.5387,0.5716,1.3412,0.3188,-2.8303,-1.271,-2.7622,-2.7107,-1.045,QC'd by NIEHS/NTP
850,17389511,5280443,Active,83,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07930286-01/37857367,,Inhibitor,5.9557,86.605,,0,Complete curve; high efficacy,-5.2,3.5117,0.9379,-86.8112,1.3227,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-68.3908,5.5326,1.4696,-0.7501,-1.7801,-6.2246,2.9882,3.5932,-2.1907,-5.3275,5.4826,-87.2435,-91.2404,-87.4876,-68.3908,0,Complete curve; high efficacy,-5.2251,4.9549,0.9662,-89.6327,-3.0277,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-76.8896,0.7274,-0.3932,-0.995,-7.706,-15.4713,-2.5082,-0.764,-3.9733,-7.8808,-0.784,-89.1465,-94.5493,-91.2561,-76.8896,10,,-4.9,2.2526,0.9028,20.5,1.1159,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,21.9983,-0.8017,-1.5701,-1.3992,3.358,6.3992,2.1487,2.9757,-1.1266,-0.1253,2.6229,5.9924,17.2229,16.958,21.9983,QC'd by NIEHS/NTP
851,17389512,5284643,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944388-01/37856565,,Inactive,,,,0,,-4.15,2.3332,0.5723,-30.4212,1,4,0 1 0 0 0 1 0 0 0 0 0 0 0 0,-22.0176,-5.5654,16.0469,-5.1299,6.2107,2.1972,-12.6398,5.0573,-1.5601,10.7728,-6.5911,-0.5397,-1.4439,-2.5003,-22.0176,10,,-4.1751,4.9549,0.4907,-28.8171,-2,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-24.4309,-6.0026,7.4247,-5.3468,-0.6877,-1.2684,-9.6011,0.6112,-4.9424,8.4979,-13.1749,-5.4982,4.2767,-5.8145,-24.4309,10,,,,,,,4,,-0.2205,-2.6506,4.1641,-2.1176,2.7514,0.1422,-8.3464,-2.4295,-0.2927,-2.2902,5.1494,1.4204,-7.575,0.8216,-0.2205,QC'd by NIEHS/NTP
852,17389513,6013,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944354-01/37856368,,Inactive,,,,0,,,,,,,4,,6.1666,-3.146,1.9354,-3.143,6.0387,10.8708,-0.4113,-6.2221,8.3551,11.8193,6.8159,-1.9952,-3.7532,1.692,6.1666,10,,,,,,,4,,-8.9409,-5.2725,-0.954,-7.9162,0.4014,11.043,-4.7117,-6.1338,0.7229,8.5812,6.6536,-3.4768,-9.8857,-5.5464,-8.9409,10,,-4.35,1.21,0.8958,26,2.0782,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,19.9879,4.5327,0.0747,2.8245,1.3131,-0.3515,3.563,-0.3112,4.9485,3.5636,1.9534,4.8428,10.7285,12.2856,19.9879,QC'd by NIEHS/NTP
853,17389514,5994,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944368-01/37857401,,Inconclusive,35.4813,51.3949,,0,,-5.15,3.5117,0.7119,-11.4896,10.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-19.9914,4.0834,17.9449,9.1398,7.5002,16.0111,6.1444,5.6827,10.6622,9.1906,17.0129,-11.0599,-8.766,-2.0647,-19.9914,0,Complete curve; partial efficacy,-5.1251,4.9549,0.9179,-36.8498,-0.1775,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-47.6109,-1.7817,4.1644,1.9312,2.2385,2.1662,0.0604,-10.3499,-0.3101,-1.133,0.6857,-25.9606,-32.3947,-31.9193,-47.6109,10,Partial curve; partial efficacy,-4.45,1.3443,0.9663,53.4485,2.0536,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,42.8685,4.1364,2.5945,0.4603,-0.4478,3.6302,0.9832,7.6248,0.0692,-0.892,6.6562,8.5364,20.3504,30.8911,42.8685,QC'd by NIEHS/NTP
854,17389515,10635,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944341-01/37857172,,Inconclusive,25.1189,35.4989,,0,,,,,,,4,,0.6005,15.163,8.8825,-1.6733,-3.41,-0.2018,-1.7886,5.7503,4.075,2.3644,6.7822,3.2053,10.1948,5.8587,0.6005,0,Partial curve; partial efficacy; poor fit,-4.4751,1.5386,0.8283,-32.8766,0,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-29.0638,10.3969,4.1511,-3.4776,-4.1682,-0.3163,-5.9526,-2.792,0.9577,0.42,1.1671,-5.7434,-10.4626,-18.7754,-29.0638,10,Partial curve; partial efficacy,-4.6,1.4641,0.9666,37.5,2.0011,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,33.4549,1.99,2.4806,0.9325,-0.4157,2.1565,1.8968,7.6084,0.5392,3.0968,4.5121,7.3964,18.8455,25.6803,33.4549,QC'd by NIEHS/NTP
855,17389516,13089,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944411-01/37856501,,Inconclusive,,,,0,,-4.6,0.5,0.805,-39.5047,6.4791,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-29.188,6.7293,15.6026,3.3769,2.8205,5.3978,-3.565,-7.6222,-1.1967,0.2214,-2.6206,-4.7464,-18.2702,-17.5529,-29.188,0,Partial curve; partial efficacy; poor fit,-4.5251,0.8,0.8356,-38.2864,1.4476,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-28.5283,1.3617,11.9958,2.8116,-1.2103,0.6914,-2.8003,-7.003,-2.3745,-3.3017,-2.2292,-6.3818,-18.9236,-19.2361,-28.5283,10,,,,,,,4,,0.4288,1.7532,3.2913,1.1094,3.601,4.1531,0.2381,0.4147,0.4193,3.8873,0.0223,2.7072,2.4842,2.799,0.4288,QC'd by NIEHS/NTP
856,17389517,6984,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944098-01/37857554,,Inactive,,,,0,,-5.7,4.9549,0.6232,-5.4332,4.5,4,1 0 0 1 0 0 0 0 0 0 0 0 0 1,3.6549,-5.6489,3.3799,-1.881,-5.0465,9.635,1.7213,5.6132,8.5033,1.126,-8.3849,-9.9443,-3.5922,-0.9125,3.6549,10,,,,,,,4,,2.8293,-10.7832,-5.1309,-5.7655,-10.8653,1.4888,-3.7675,-2.6086,-2.3718,-2.6531,-12.9559,-10.169,-7.8041,-3.2483,2.8293,10,,,,,,,4,,2.7051,0.4615,2.9044,-0.7498,0.0182,-0.1971,-1.3127,4.5065,5.6979,-0.2764,0.2934,-0.6578,1.7301,2.3544,2.7051,QC'd by NIEHS/NTP
857,17389518,15730,Active,40,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944106-01/37857275,,Inhibitor,37.578,78.984,,0,Partial curve; partial efficacy; poor fit,-4.35,2.0479,0.8926,-68.8038,0.8931,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-63.3481,-1.4521,7.0142,-6.8906,-4.7231,6.6588,-0.045,3.1097,4.7273,-0.1013,8.7908,-8.7575,-15.6816,-24.8687,-63.3481,0,Partial curve; high efficacy,-4.4251,1.5579,0.9171,-80.4222,-1.4382,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-74.465,-0.9097,-1.6215,-13.28,-2.5301,4.9171,2.0603,1.8634,2.8524,-4.3776,-2.0542,-16.9362,-24.2025,-36.3973,-74.465,10,,-4.3,1.6259,0.9241,19.5,-0.0853,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,14.0323,-0.4469,0.8333,-0.7474,-2.1544,-0.573,-1.0724,0.3067,-1.6676,2.9108,1.5164,1.0123,3.0722,9.2642,14.0323,QC'd by NIEHS/NTP
858,17389519,5281708,Active,81,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07930239-01/37856917,,Inhibitor,21.1317,76.2881,,0,Complete curve; partial efficacy,-4.65,2.3332,0.9507,-79.5455,0.2794,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-72.7708,-8.3577,-0.2294,2.6552,2.8795,6.5387,9.4351,-11.2792,-3.3665,-5.3118,4.535,-7.0111,-32.7808,-71.5257,-72.7708,0,Complete curve; high efficacy,-4.6751,2.7202,0.977,-75.8891,0.399,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-72.1342,-4.9309,0.67,-0.2115,1.1194,8.8757,0.2095,-6.2754,-1.4823,-2.105,5.5265,-4.5685,-35.2871,-71.2074,-72.1342,10,,-4.6,2.4064,0.9451,16.5,-1.2283,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,15.6095,-1.2406,-1.3074,-1.5251,-0.0505,-1.3692,2.467,-2.7941,-0.5987,-3.1069,-0.3342,-1.3554,5.454,13.564,15.6095,QC'd by NIEHS/NTP
859,17389520,5280961,Active,83,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944776-01/37857254,,Inhibitor,7.4978,88.1978,,0,Complete curve; high efficacy,-5.1,3.132,0.9797,-100.061,-6.4266,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-94.9107,-3.9367,-6.0345,-2.2495,-14.6323,-8.3801,-11.3068,-6.127,-2.5795,-13.7487,-4.5999,-71.5579,-98.3142,-99.5207,-94.9107,0,Complete curve; high efficacy,-5.1251,4.9549,0.9937,-89.9448,-1.747,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-87.2568,0.5019,-0.4907,-0.682,-6.1133,-2.7333,-3.1281,-0.1784,-0.9611,-8.4039,-0.109,-66.9235,-89.5214,-91.9681,-87.2568,10,,-4.75,1.3987,0.9554,20,-1.2743,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,19.701,0.3434,-1.5397,-0.0671,-3.1453,-1.4012,-2.1851,-1.1546,-0.7614,-1.2701,-0.8574,7.0994,9.9822,13.0191,19.701,QC'd by NIEHS/NTP
860,17389521,2999413,Active,40,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07930227-01/37857092,,Inhibitor,37.578,61.449,,0,Partial curve; partial efficacy; poor fit,-4.4,1.4781,0.8999,-56.8378,3.4443,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-49.9113,1.2091,11.2026,4.4103,11.0337,-2.5882,0.6955,0.8597,2.5698,1.1204,7.6593,-8.5201,-15.5687,-23.2238,-49.9113,0,Partial curve; partial efficacy,-4.4251,1.6924,0.9242,-61.7535,-0.3045,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-57.1792,0.5389,5.7174,1.1101,1.846,-3.0497,-1.9722,-9.6195,0.431,0.8277,5.8659,-10.4641,-19.5524,-31.4037,-57.1792,10,,,,,,,4,,5.3195,-0.2864,-0.7944,3.6253,1.8257,1.9055,0.9275,7.1198,1.2565,1.099,-1.3865,-1.764,-1.7088,5.303,5.3195,QC'd by NIEHS/NTP
861,17389522,24066,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB02509365-01/37856951,,Inactive,,,,0,,,,,,,4,,-2.0024,9.9607,-6.6174,-7.9546,1.3815,-1.7503,-3.2371,5.0966,2.6032,1.8627,-7.8303,-1.3016,6.5081,1.0184,-2.0024,10,,-9.1251,4.9549,0.8059,-0.8977,16,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-0.7723,12.1908,-2.6057,-2.1127,-2.9692,-1.696,-0.5072,1.601,-1.5269,0.076,-4.9148,-0.4613,0.7628,0.9235,-0.7723,10,,,,,,,4,,0.1025,-0.0872,-2.7193,-3.4591,-0.0775,-3.9489,-1.8547,-0.6114,-0.3679,-1.7321,-0.8765,-2.3983,-2.1328,-2.1325,0.1025,QC'd by NIEHS/NTP
862,17389523,3121,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07949360-01/37856889,,Inactive,,,,0,,,,,,,4,,-0.1763,-5.1506,11.3364,-0.6199,2.8199,-0.5636,6.1774,-6.3648,6.9093,3.8786,13.3489,0.1019,1.7245,-1.504,-0.1763,10,,,,,,,4,,0.1381,-8.4411,6.6607,-0.4705,1.3564,-1.3682,0.054,-9.9683,3.1311,1.4638,5.969,-1.7429,1.264,2.4718,0.1381,10,,,,,,,4,,-1.6649,-2.5922,-1.7528,-1.3532,-1.6141,-1.0735,-2.6052,-3.0361,-1.4746,-1.7036,-0.547,0.2194,-0.9269,-4.3146,-1.6649,QC'd by NIEHS/NTP
863,17389524,5578,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944729-01/37856581,,Inactive,,,,0,,,,,,,4,,-2.2748,-4.9329,6.068,2.3619,-1.5177,8.1009,0.8893,-2.2268,4.0978,14.3652,2.6027,14.541,4.4511,6.0692,-2.2748,10,,-6.0751,4.9549,0.3611,4,-1.7253,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-7.4505,-8.1044,2.3288,-0.0828,-3.0205,1.2366,-2.2774,-3.2387,1.0573,9.3258,0.6779,9.3867,0.1885,0.0418,-7.4505,10,,-5,4.9549,0.828,1.5,-1.9718,4,0 0 0 0 1 0 0 0 1 0 0 0 0 0,2.1944,-1.9289,-1.3763,-0.5719,-2.1493,0.5976,-1.6376,-2.4838,-1.4175,0.2206,-2.8931,-0.484,1.4645,0.8227,2.1944,QC'd by NIEHS/NTP
864,17389525,5565,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08082704-01/37856775,,Inactive,,,,0,,-8.2,4.9549,0.5056,-1,-13.4696,4,0 0 0 0 1 0 0 0 0 0 0 0 0 0,-4.2156,-11.2325,-15.3914,1.4298,1.2139,15.9886,-7.817,6.1489,-2.0037,-3.6861,4.5056,5.7237,-5.388,-5.5874,-4.2156,10,,-8.2251,4.9549,0.5995,-0.5,-13.7257,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-0.815,-11.4089,-15.6047,4.3908,-2.631,5.2065,-8.2157,1.6613,-5.3005,-2.2781,4.7888,0.5615,-1.3595,-1.306,-0.815,10,,,,,,,4,,1.3459,0.0504,0.4643,-3.656,3.0891,7.0617,1.0757,3.9656,2.2413,-0.358,1.8782,7.2725,2.3652,0.6265,1.3459,QC'd by NIEHS/NTP
865,17389526,5284626,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07935653-01/37856651,,Inactive,,,,0,,,,,,,4,,1.2035,-0.424,4.2703,-4.7635,8.6406,-2.7771,-0.6586,-65.0276,-1.2851,-5.1701,-8.0957,-58.113,-1.638,-3.0018,1.2035,10,,,,,,,4,,-1.9598,-1.6729,1.3385,-2.0314,9.1745,0.2359,-0.8183,0,0.4877,-1.284,-2.9735,-53.9478,-0.6455,-0.9804,-1.9598,10,,,,,,,4,,-1.1438,-2.5578,-1.7562,-1.2679,-1.3684,-2.1522,-1.1434,-6.1562,-1.36,-4.0879,-3.4088,-6.8337,-4.4149,-1.8107,-1.1438,QC'd by NIEHS/NTP
866,17389527,5333,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07949336-01/37856852,,Inactive,,,,0,,,,,,,4,,-0.923,7.4008,0.7488,-1.0207,2.0919,-5.5194,9.6581,3.7241,1.6283,17.4669,-0.8995,1.1292,8.1348,4.8218,-0.923,10,,,,,,,4,,-9.5554,3.1544,0.349,0.5863,0.3411,-8.5668,4.7779,2.85,0.5233,13.7175,-0.301,-0.5329,0.3424,0.7422,-9.5554,10,,,,,,,4,,1.0426,-1.1922,-0.9937,-0.8379,-0.3764,-1.4106,-0.0915,-0.7054,-1.3366,-0.0332,-1.2572,-0.8573,-1.466,-1.289,1.0426,QC'd by NIEHS/NTP
