PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W590-Activity_Score,W590-Curve_Description,W590-Fit_LogAC50,W590-Fit_HillSlope,W590-Fit_R2,W590-Fit_InfiniteActivity,W590-Fit_ZeroActivity,W590-Fit_CurveClass,W590-Excluded_Points,W590-Max_Response,W590-Activity at 0.0005899000 uM,W590-Activity at 0.00295 uM,W590-Activity at 0.015 uM,W590-Activity at 0.033 uM,W590-Activity at 0.074 uM,W590-Activity at 0.165 uM,W590-Activity at 0.369 uM,W590-Activity at 0.824 uM,W590-Activity at 1.843 uM,W590-Activity at 4.122 uM,W590-Activity at 9.217 uM,W590-Activity at 20.61 uM,W590-Activity at 46.08 uM,W590-Activity at 92.17 uM,Ratio-Activity_Score,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0005899000 uM,Ratio-Activity at 0.00295 uM,Ratio-Activity at 0.015 uM,Ratio-Activity at 0.033 uM,Ratio-Activity at 0.074 uM,Ratio-Activity at 0.165 uM,Ratio-Activity at 0.369 uM,Ratio-Activity at 0.824 uM,Ratio-Activity at 1.843 uM,Ratio-Activity at 4.122 uM,Ratio-Activity at 9.217 uM,Ratio-Activity at 20.61 uM,Ratio-Activity at 46.08 uM,Ratio-Activity at 92.17 uM,W535-Activity_Score,W535-Curve_Description,W535-Fit_LogAC50,W535-Fit_HillSlope,W535-Fit_R2,W535-Fit_InfiniteActivity,W535-Fit_ZeroActivity,W535-Fit_CurveClass,W535-Excluded_Points,W535-Max_Response,W535-Activity at 0.0005898618 uM,W535-Activity at 0.00295 uM,W535-Activity at 0.015 uM,W535-Activity at 0.033 uM,W535-Activity at 0.074 uM,W535-Activity at 0.165 uM,W535-Activity at 0.369 uM,W535-Activity at 0.825 uM,W535-Activity at 1.843 uM,W535-Activity at 4.120 uM,W535-Activity at 9.217 uM,W535-Activity at 20.60 uM,W535-Activity at 46.08 uM,W535-Activity at 92.17 uM,Compound QC
890,17389551,904,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07985249-01/115413055,,Inactive,,,,0,,-7.2751,1,0.4397,-9.0739,2.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-12.5616,-1,5.8635,3.0185,-10.7598,4.0165,-11.0489,-4.8726,-11.2486,-8.5742,-5.5182,-11.0378,-1.9457,-11.8241,-12.5616,10,,-7.6751,4.9549,0.3245,-3.9049,3.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-6.381,-1.635,6.2451,5.6962,-7.3364,4.3713,-7.8374,-4.9358,-6.2181,-6.1362,-2.5473,-3.2406,3.9742,-4.4243,-6.381,10,,-8.35,1.1,0.6983,-2.609,1.5,4,0 0 0 0 0 0 1 1 0 0 0 0 0 1,-0.9766,1.1641,0.1316,-1.9162,-2.6873,-1.853,-2.2179,-0.4049,-4.4548,-1.3031,-1.596,-4.2575,-2.3285,-3.2902,-0.9766,QC'd by NIEHS/NTP
891,17389552,2078,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB02540538-01/115412935,,Inactive,,,,0,,,,,,,4,,10.246,4.7826,6.1957,7.4711,5.6541,0.5537,4.5133,8.907,10.4001,3.8463,9.0353,5.8826,14.3441,5.2441,10.246,10,,-5.1751,1.6266,0.3941,4.5,-0.9842,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,5.2518,-1.3688,1.5381,1.0997,-3.9886,-6.2368,-0.5852,1.5447,0.9809,-3.8805,2.779,0.1645,7.2781,1.1878,5.2518,10,,,,,,,4,,-1.9438,3.2896,-0.7344,0.7255,3.2013,1.8799,0.7169,1.1965,1.3598,2.6345,0.6096,1.4397,1.5899,0.7409,-1.9438,QC'd by NIEHS/NTP
892,17389553,26132,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07980906-01/115412218,,Inactive,,,,0,,,,,,,4,,-0.1862,2.1713,8.5754,6.4837,12.871,5.3235,6.0836,-0.8765,9.4688,2.3975,6.5142,8.3103,8.8726,5.3382,-0.1862,10,,,,,,,4,,2.8141,2.2954,3.0406,1.6835,4.2138,2.6945,1.0329,0.8193,3.5159,1.8384,2.3564,0.6717,-1.1139,2.0797,2.8141,10,,,,,,,4,,-3.1223,-3.2151,-1.2512,-2.767,-1.0031,-1.5762,-3.1839,-2.576,-2.9523,-1.871,-1.157,-2.1216,-2.2885,-3.6692,-3.1223,QC'd by NIEHS/NTP
893,17389554,25670,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08548294-01/115412161,,Inactive,,,,0,,,,,,,4,,-13.0071,-5.1843,-0.3397,-3.8208,-9.4267,-6.8996,-12.0036,-3.0643,-5.9807,-4.4768,-7.7038,-6.1457,-6.4868,-0.3325,-13.0071,10,,-4.3751,0.2,0.3068,-13.5158,3.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-9.513,0.0505,6.5369,0.8939,-4.329,0.0423,-5.5619,0.6587,-1.5622,0.4739,-1.8646,-2.1843,-9.5965,1.0095,-9.513,10,,-5.15,0.8,0.8483,4.5,-2.8227,4,0 0 0 0 0 0 0 0 0 0 0 1 0 0,3.7478,-3.6023,-2.3432,-2.9755,-2.7924,-2.5627,-2.4417,-0.0012,-3.1076,-0.8052,-1.3992,2.4698,11.2671,2.8681,3.7478,QC'd by NIEHS/NTP
894,17389555,94308,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08007388-01/115413069,,Inactive,,,,0,,-4.1251,4.9549,0.583,17.5,-3.5789,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,12.1365,3.5246,0.4549,-3.0861,-5.1194,-1.9565,-12.9824,-4.3003,-3.6433,-3.9106,-3.2146,-5.4632,-4.7271,-2.0566,12.1365,10,,-4.1251,4.9549,0.4839,10,-3.6612,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,7.3574,1.2772,-0.9433,-2.8182,-3.9284,-5.8907,-11.801,-2.0574,-2.1286,-2.9924,-2.1115,-4.5856,-5.0282,-3.8995,7.3574,10,,,,,,,4,,2.3723,0.7949,0.4134,-0.1882,-0.1372,1.6327,-0.2944,-0.3114,-1.4177,-0.8211,-0.8772,-1.2821,-1.4961,-1.0864,2.3723,QC'd by NIEHS/NTP
895,17389556,21013,Active,41,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08582927-01/115413223,,Inhibitor,42.1632,84.0992,,0,Partial curve; high efficacy,-4.3751,2.4064,0.9488,-91.0877,-4.6418,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-94.883,-6.006,-4.8456,-0.1395,-7.2901,-0.4239,-3.1048,-6.454,-7.5788,-0.9645,-9.1825,-9.3406,-19.4396,-42.7144,-94.883,0,Partial curve; high efficacy,-4.3751,2.7202,0.9687,-85.6165,-1.5174,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-89.1839,0.0929,-0.245,-1.9761,-2.7074,-0.1712,0.9896,-1.0527,-1.9283,-3.0903,-2.4157,-3.8705,-17.5144,-41.6779,-89.1839,10,,-4.3,2.3332,0.9639,24,0.5897,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,21.7199,-0.1234,-0.3926,-0.1314,0.9168,1.4626,1.2659,0.1379,-0.3739,0.7193,-0.7586,1.9653,4.3734,9.3613,21.7199,QC'd by NIEHS/NTP
896,17389557,20525,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07981299-01/115413326,,Inactive,,,,0,,-4.6251,0.4,0.397,7,-6.7574,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,5.0797,-7.1813,-1.0771,-9.0092,-11.4645,-5.5478,-3.5174,-1.7523,-4.9009,0.9449,-4.1173,1.6144,-7.1521,1.2694,5.0797,10,,,,,,,4,,-0.8652,-7.0082,0.3331,-4.1506,-8.5097,-0.3954,-0.1336,0.2196,-3.7599,-0.5973,-5.4093,-1.1717,-8.306,0.2742,-0.8652,10,,-4.15,1.8617,0.7852,8,-1.1542,4,0 0 0 0 0 0 0 0 0 1 0 0 0 0,4.8408,-1.1659,-0.6281,-2.006,-1.6469,-2.6285,-1.8411,-0.7444,0.1686,-1.5597,2.1924,-0.6633,0.9472,0.4272,4.8408,QC'd by NIEHS/NTP
897,17389558,15439,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944099-01/115412903,,Inactive,,,,0,,,,,,,4,,11.9048,4.5805,0.0702,4.8269,6.6628,9.5978,0.5053,4.2548,4.7442,8.9188,4.9674,0.356,9.2183,10.1568,11.9048,10,,,,,,,4,,2.1985,2.5902,-0.9169,-1.3253,2.5862,0.4824,-1.9651,1.3707,0.3333,2.5127,1.497,-2.3074,3.4382,2.2239,2.1985,10,,,,,,,4,,3.0899,-1.6614,-2.9493,2.8414,-0.4848,0.5732,0.4316,-0.7268,1.1963,1.4039,-1.09,0.5488,1.7545,1.9571,3.0899,QC'd by NIEHS/NTP
898,17389559,13404,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08082713-01/115413279,,Inactive,,,,0,,,,,,,4,,12.0528,15.3295,-4.3955,9.9832,10.9315,10.3242,9.4519,10.4702,12.5024,9.9719,17.4517,11.8323,16.4011,11.8398,12.0528,10,,,,,,,4,,0.2581,2.3926,-6.835,5.2184,1.8214,3.8298,0.3072,6.1972,3.3566,1.5904,10.9421,1.4405,3.197,0.2627,0.2581,10,,,,,,,4,,0.8855,0.9416,0.1736,1.6329,1.3383,0.0181,3.3347,-0.4278,0.7874,0.1002,0.3886,2.2241,0.7858,1.9369,0.8855,QC'd by NIEHS/NTP
899,17389560,13165,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944077-01/115412314,,Inactive,,,,0,,,,,,,4,,12.0708,17.8806,3.6673,14.1903,15.9287,13.3021,11.3404,5.1988,14.6163,-0.8846,17.2727,11.0784,16.4763,14.5021,12.0708,10,,,,,,,4,,3.7372,-3.6267,0.0675,7.5934,-3.2676,6.4966,3.7129,1.0397,6.4004,-6.0076,-3.7264,1.9825,7.4758,3.6839,3.7372,10,,,,,,,4,,3.6112,2.786,0.4654,2.8059,1.4016,-2.3953,4.0128,2.3917,2.8045,0.2026,5.1571,3.9717,1.9943,4.2308,3.6112,QC'd by NIEHS/NTP
900,17389561,12749,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08001810-01/115412832,,Inactive,,,,0,,,,,,,4,,15.9677,5.7539,7.4154,3.5658,9.1341,18.4257,5.0908,9.7033,11.1144,7.2568,17.7124,1.0364,14.924,13.8126,15.9677,10,,,,,,,4,,-1.805,5.3172,-2.523,-3.2294,9.7194,4.7243,6.6356,0.4987,-2.2095,-1.285,3.4742,5.2197,-0.0863,0.6755,-1.805,10,,,,,,,4,,-0.3401,0.5015,0.6441,-0.1906,0.7677,2.5166,1.2673,-0.0126,0.4077,-0.3406,3.2603,-1.0251,1.5014,-0.1876,-0.3401,QC'd by NIEHS/NTP
901,17389562,12266,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08082703-01/115412870,,Inactive,,,,0,,-7.6751,4.9549,0.5866,9.5,-0.3936,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,12.4309,-1.578,2.0805,-1.4458,13.1867,5.1277,4.4429,11.5828,6.7882,7.7013,10.7348,10.7315,14.7217,5.7776,12.4309,10,,-8.7751,4.095,0.6775,1.5,-7.8246,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1.2271,-7.7705,0.6905,-1.3234,1.138,1.4038,0.5008,2.8578,2.3094,1.1858,2.2199,3.618,5.6997,-0.757,1.2271,10,,,,,,,4,,2.1077,0.2319,1.565,1.6162,3.8717,2.4756,2.5257,3.8716,2.0077,0.4875,2.5266,-0.5981,0.6039,-0.1399,2.1077,QC'd by NIEHS/NTP
902,17389563,12124,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08000876-01/115413088,,Inactive,,,,0,,,,,,,4,,2.8955,8.4678,1.8533,17.5828,3.6666,9.1971,11.7148,5.7539,1.8828,5.7458,13.8979,3.7355,10.9017,12.2252,2.8955,10,,,,,,,4,,3.8792,3.5337,-1.6113,2.3809,2.9672,9.5951,9.8041,5.2638,1.5428,6.7291,-1.7066,4.0404,10.0104,0.8565,3.8792,10,,,,,,,4,,1.5532,3.613,7.368,3.7231,1.3111,1.5637,3.0078,2.9038,5.0099,3.3083,3.6672,0.6073,4.1737,2.1702,1.5532,QC'd by NIEHS/NTP
903,17389564,12091,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07936240-01/115412089,,Inactive,,,,0,,,,,,,4,,-21.422,-11.3947,-10.1399,-13.3959,-2.9489,-5.4749,-3.601,1.1622,0.539,-10.1705,-5.0077,-9.6134,-11.7261,-5.7882,-21.422,10,,,,,,,4,,-14.8115,-6.8157,-3.0254,-5.5718,-3.5103,-3.4406,-4.2626,0.3503,0.0704,-5.7493,-4.2855,-6.793,-6.8083,-0.8373,-14.8115,10,,,,,,,4,,-5.6312,-2.686,-3.3507,-2.6312,-1.7845,-3.3674,-1.4441,-1.6375,-2.1541,-1.8869,-3.2743,-0.3668,-2.4393,-2.9629,-5.6312,QC'd by NIEHS/NTP
904,17389565,11852,Active,40,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07935820-01/115413306,,Inhibitor,33.4915,92.8017,,0,Partial curve; high efficacy,-4.4251,1.1,0.9386,-81.6258,-2.7898,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-64.7824,-9.6721,1.9984,3.1153,-2.4078,-4.4926,-0.1637,-12.3721,-2.2076,-4.7158,-9.2478,-13.0141,-35.5253,-40.6789,-64.7824,0,Partial curve; high efficacy,-4.4751,1,0.9401,-96.8481,-4.0464,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-75.2637,-15.6188,-0.0901,-1.2627,-2.7034,-0.6518,0.2004,-15.2613,-2.1197,-9.1943,-14.5792,-22.2661,-45.1035,-50.5746,-75.2637,10,,-4.35,1.1341,0.922,26,-1.3591,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,20.7106,-1.9659,-1.8786,0.9289,-1.2395,-1.9323,-0.4269,-1.751,-1.3034,-0.9384,0.9631,4.8125,7.3295,8.3058,20.7106,QC'd by NIEHS/NTP
905,17389566,10943,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07980942-01/115413154,,Inactive,,,,0,,,,,,,4,,6.4378,23.5809,7.8804,10.2237,13.1307,3.369,15.8681,13.3827,14.7154,9.5161,9.015,7.5404,10.495,6.4828,6.4378,10,,,,,,,4,,-0.3089,7.0149,1.1811,-22.9499,2.5094,-1.1079,6.8771,4.9195,6.7468,2.3491,2.8184,2.0085,3.335,1.496,-0.3089,10,,-7.5,0.5,0.5007,0.1816,3.5,4,0 0 1 0 0 0 0 0 0 0 0 0 0 0,0.9546,4.1687,2.5797,32.6424,1.0065,-0.4108,1.6211,1.8714,0.7656,1.0699,1.346,-1.5154,0.4418,-0.037,0.9546,QC'd by NIEHS/NTP
906,17389567,10800,Active,41,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08548299-01/115412341,,Inhibitor,42.1632,81.9866,,0,Partial curve; high efficacy,-4.4251,1.21,0.9603,-86.9187,-3.6665,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-68.9831,-3.9861,-2.1989,1.4646,-4.2352,-6.8957,-9.0163,-7.1539,2.6822,-2.4388,-16.76,-14.9356,-31.1549,-47.419,-68.9831,0,Partial curve; high efficacy,-4.3751,1.1,0.9702,-88.1878,-6.2012,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-66.8089,-6.6388,-3.3164,-5.4361,-7.7571,-11.749,-9.101,-6.9711,0.2034,-8.8016,-15.811,-18.838,-31.9083,-46.0345,-66.8089,10,,,,,,,4,,-2.618,-1.9456,-3.2564,1.7728,-0.5317,-0.8104,-3.0295,-3.5373,-1.1671,-0.8726,-3.5735,0.6491,1.0975,-2.4436,-2.618,QC'd by NIEHS/NTP
907,17389568,10722,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08082718-01/115412938,,Inactive,,,,0,,,,,,,4,,4.58,1.7298,-4.8835,0.5543,6.0941,5.1125,-3.1937,1.8353,8.5509,-2.5366,-1.0007,2.5524,-0.8831,-1.9576,4.58,10,,-5.2751,1.9887,0.3945,-7.8466,-1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,0.8897,2.4705,-6.3652,-4.1587,3.8354,-0.0527,-6.5743,1.5407,2.2966,-3.485,-3.6581,-5.7946,-8.2055,-7.2053,0.8897,10,,,,,,,4,,-0.3921,-2.8579,-1.6182,-0.87,-3.0694,-0.188,-5.2075,-1.5553,-0.3248,-2.1273,-1.391,0.9792,1.9284,1.1895,-0.3921,QC'd by NIEHS/NTP
908,17389569,10721,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07981881-01/115412207,,Inactive,,,,0,,,,,,,4,,0.3781,-1.5759,-2.402,-2.9257,-7.1512,-1.2832,-5.7279,-10.3357,-0.3359,-3.9998,-8.6175,-3.9872,-6.9407,0.3414,0.3781,10,,,,,,,4,,0.1692,-1.4576,1.8465,-0.236,-9.4986,2.064,-6.5868,-9.3056,2.2629,0.4859,-7.8711,0.7483,-0.3681,1.9816,0.1692,10,,,,,,,4,,-1.2622,-0.2136,-1.0105,0.4823,-0.3966,0.5034,-2.1318,-1.6841,-1.2289,-1.4558,-1.8975,-1.8787,-2.1445,-1.3333,-1.2622,QC'd by NIEHS/NTP
909,17389570,10680,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944081-01/115412705,,Inhibitor,33.4915,24.3861,,0,Partial curve; partial efficacy,-4.4751,1.1341,0.8845,-52.1535,6,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-39.0597,3.1666,2.8817,4.3322,6.7828,5.8346,13.7591,8.6968,10.1271,0.5759,-12.1933,-0.644,-9.9991,-33.3081,-39.0597,0,Partial curve; partial efficacy; poor fit,-4.4751,4.9549,0.7897,-22.8861,1.5,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-22.4051,0.7604,-0.2707,3.8714,-0.9036,3.7331,7.8688,3.7825,6.2404,-0.9217,-9.9388,1.6422,1.337,-19.5149,-22.4051,10,,-4.4,0.8,0.9671,-25.6528,1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-18.044,2.2788,1.6672,-0.8146,0.9669,0.1079,2.2939,1.9033,-0.3331,-1.6702,-3.5332,-4.8052,-9.5434,-11.7672,-18.044,QC'd by NIEHS/NTP
910,17389571,3118,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08003821-01/115412603,,Inactive,,,,0,,-5.1251,4.9549,0.3687,0.0637,6.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-1.1969,8.9686,-0.0553,14.9073,3.9997,6.7382,5.4261,1.6378,4.8371,10.4471,9.0171,1.0308,2.7341,-1.0311,-1.1969,10,,-4.9251,4.095,0.4749,-5.6944,3.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-7.662,1.559,0.3509,13.6925,1.5799,0.4668,0.0694,0.0969,1.8117,7.0196,7.5918,0.4207,-4.3284,-3.8294,-7.662,10,,-4.3,0.8,0.7455,18,1.6333,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,12.9074,3.0815,0.8215,2.0204,-0.3055,5.5917,1.6255,0.332,1.3129,2.1613,4.372,3.9932,10.1768,6.4346,12.9074,QC'd by NIEHS/NTP
911,17389572,9016,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07981069-01/115412941,,Inactive,,,,0,,-6.1751,1.7137,0.5873,7.5,-1.3938,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,7.566,-1.2632,-1.2271,3.7707,0.8894,-9.9115,-0.4294,2.2839,4.8425,2.6739,8.4451,8.5573,11.5401,3.6981,7.566,10,,,,,,,4,,1.1398,-5.1249,-0.2458,0.0774,0.1644,-15.4208,-5.6514,1.5455,-0.566,1.5416,4.5175,1.6893,0.9058,-6.6026,1.1398,10,,,,,,,4,,-2.7898,0.5137,-1.4381,-2.5021,-1.6896,-0.2363,-0.1984,-2.7314,-0.0907,-2.6768,-2.7532,-2.7762,-1.3316,1.0344,-2.7898,QC'd by NIEHS/NTP
912,17389573,8881,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08082678-01/115412544,,Inactive,,,,0,,,,,,,4,,11.0084,14.7808,2.3516,11.9097,1.3839,9.6571,14.5231,4.5064,7.9885,12.0074,12.935,0.0384,10.4205,10.4263,11.0084,10,,,,,,,4,,0.0962,0.0238,0.4389,3.9294,1.2177,0.2059,3.1987,0.6437,-0.0501,2.2186,4.814,-2.0433,0.092,1.9676,0.0962,10,,,,,,,4,,2.4118,4.0207,0.2837,3.5984,-0.3533,2.2681,4.1804,1.593,2.6691,3.4334,2.2287,3.4195,1.162,2.0064,2.4118,QC'd by NIEHS/NTP
913,17389574,8857,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08548288-01/115412151,,Inactive,,,,0,,-4.8751,3.5117,0.7379,-1.5489,-7.3527,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-3.2085,-8.3502,-7.4681,-4.771,-6.636,-6.7976,-9.4606,-8.0564,-5.5799,-7.8104,-7.6749,-7.0716,-0.8741,-1.3924,-3.2085,10,,-4.7751,3.132,0.7785,1,-9.774,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-0.764,-8.5159,-8.927,-6.862,-9.0134,-10.1867,-10.5768,-9.9903,-8.635,-13.5617,-8.8719,-12.8022,-0.0143,0.6379,-0.764,10,,,,,,,4,,-2.812,-3.6587,-2.5034,-3.9974,-2.7855,-5.0538,-2.7485,-3.5975,-2.2379,-1.7232,-3.1446,-2.4958,-4.296,-4.506,-2.812,QC'd by NIEHS/NTP
914,17389575,700,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB02911370-01/115412940,,Inactive,,,,0,,-4.6751,2.7202,0.6425,7.5,-4.3337,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,7.7032,-5.1381,-9.8614,-1.715,-6.1366,-0.2005,-2.4813,0.1545,-4.2501,-7.2176,-5.0117,-8.4956,4.1064,4.9298,7.7032,10,,-8.1751,0.8,0.3455,-1,-7.7023,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,0.568,-5.4178,-8.9186,0.3077,-4.7788,2.0263,-3.0681,-1.9843,-1.6203,-4.1394,-1.6465,-4.1473,1.5547,1.4928,0.568,10,,,,,,,4,,1.0146,-2.2706,-0.8485,-1.3837,-2.1152,-2.5107,-1.8213,0.9823,-1.2293,-1.5278,-0.1534,-0.8174,2.0105,2.2528,1.0146,QC'd by NIEHS/NTP
915,17389576,4284,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07981068-01/115413333,,Inconclusive,,,,0,,-4.3751,1.4163,0.3409,-2,12,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,0.0031,17.2164,11.5311,13.2513,3.7224,18.7696,5.6072,12.7513,7.3565,17.7974,13.4317,5.068,10.6772,5.6971,0.0031,0,Partial curve; partial efficacy; poor fit,-4.4251,1.1341,0.8728,-26.9426,3.5,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-20.7855,4.9662,4.5044,7.2728,0.2975,5.8268,0.0765,0.4505,-0.2113,5.8943,4.6115,-5.2826,-6.1629,-12.2527,-20.7855,10,,-4.4,0.9,0.8313,24,2.141,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,17.4009,2.5249,0.2215,2.0013,-1.1325,5.0941,0.536,5.7769,5.4134,3.9501,2.5232,4.1742,12.2324,12.7171,17.4009,QC'd by NIEHS/NTP
916,17389577,31370,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08007599-01/115412866,,Inactive,,,,0,,,,,,,4,,2.9402,1.2642,0.8104,8.8466,3.1124,1.3907,-3.1193,14.4571,-2.7184,3.9247,7.0523,5.0539,-5.6536,-5.965,2.9402,10,,,,,,,4,,5.448,-1.5178,-0.8467,5.7523,0.2122,-5.314,-3.6036,11.8394,-4.8459,-2.4839,4.8746,-0.0807,-4.6661,-6.1036,5.448,10,,,,,,,4,,0.1303,2.4795,-1.3291,0.3029,0.2854,2.8986,1.1521,0.6646,0.758,1.9134,0.6113,0.6256,-1.7233,-0.3492,0.1303,QC'd by NIEHS/NTP
917,17389578,31357,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08080861-01/115413098,,Inactive,,,,0,,,,,,,4,,4.2994,12.0288,2.9717,12.1684,-7.1672,-5.9685,-1.0064,10.0853,3.8337,-3.2993,-4.1647,1.5996,7.9319,6.5241,4.2994,10,,,,,,,4,,0.0472,4.2664,1.3306,7.2365,-11.5027,-5.5138,-6.3348,5.0171,0.4549,-6.0672,-6.7443,-3.2988,0.5347,0.9756,0.0472,10,,-5.2,1.01,0.9503,-9.5531,1,4,0 0 0 0 1 0 0 0 0 0 0 0 0 0,-9.6276,1.3163,-0.9235,0.8775,1.4126,-3.7508,1.2413,0.3411,-0.7888,-0.8027,-2.4509,-6.4146,-6.5833,-7.2048,-9.6276,QC'd by NIEHS/NTP
918,17389579,31272,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08080845-01/115413445,,Inactive,,,,0,,-4.4251,0.3,0.594,28,5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,22.1636,6.866,5.891,10.4582,5.7765,13.0796,2.7179,8.1442,10.9396,14.2748,8.8995,15.9741,17.1216,12.4766,22.1636,10,,,,,,,4,,8.477,5.6739,1.6499,5.2951,5.554,5.0331,3.9241,3.3085,3.2038,9.0609,0.9603,7.7732,8.0116,4.4207,8.477,10,,,,,,,4,,1.9196,0.3085,0.8587,2.3422,0.8209,2.4169,0.2638,0.2923,0.8167,1.3418,3.1264,1.1243,1.4774,0.8946,1.9196,QC'd by NIEHS/NTP
